text
ありゃ、澤部は濃厚接触でお休みだったのか😮 今週もレゴトーク聞けるかなって期待してたけど、元気で帰ってきて～  #radiko
"昨日のアニポケのマリィちゃんを観て、瞬時に夏鈴ちゃんと澤部さんのやりとりを思い出す
#アニポケ　#そこさく #櫻坂46 "
ENGEIグランドスラム楽しみすぎる〜！澤部さんの茶色スーツかわいい！似合ってる！
"@shimono_kousiki こんにちは！
お知らせ&amp;自撮りありがとうございます😄✨
ハライチさんとのカラミ（澤部さんとは…？）楽しみです😄
昨日の金スマもすごかった〜！モノマネみつつ下野さんのリアクションにホワホワしました😍ぴょんとハネた髪型もよき☺️✨"
ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 –  
"ボビーのモノマネで澤部さんをイジる理佐様 #欅って書けない #渡邉理佐 #欅坂46
 "
@toft_RAB (よかった合ってたｗ✨嬉しいよ〜ありがと❣️えええ〜お給料預けてるの？相方の澤部くんがパパだと思うと息子ムーブ微笑ま☺️カフェベースの伊藤沙利ちゃんとのCMもかわいくてすき🐱❣️)
クラウド聴いた〜なるほど火曜時点で澤部がだめだったのか 澤部のうちで踊ろうめちゃくちゃ楽しみ
澤部渡かわいい
"『あの澤部が株？！』が
私のスマホから電車内に響き渡った"
あの澤部が株じゃなくてバスケ🏀やっちゃってるw 
澤部さんのうちで踊ろうは泣くほど笑える #ハライチのターン
今週の #ハライチのターン 澤部さんの代打で来てくれた矢作さんと岩井さんのやり取り沢山聴けたの新鮮で良かった…！クラウド含めて本当に良い回だったなぁ〜！
ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のこと … 
澤部が顔面60点の彼女と目黒でラーメンを食べる
澤部つまんない○えろ
ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 –  
"なるほどな〜！それでこの5人が召集されたって訳か！納得だ！！！みんな天才だもんな！
ハライチ澤部さんが「あの人とかあの人とか、よく静かに待ってましたね！」って言っているけど、きっと“あの”2人のことなんだろうなwwww

#しくじり先生"
"【呼ばれていない宗岡Dの結婚式にて】
岩井「なかなか澤部こねぇなって思って、こいつやっちゃってんなぁ、遅刻すんなよ社会人としてって」(166回)
#ハライチのターン #ハライチ #岩井勇気"
"澤部さんまっとうな答え
#しくじり先生"
澤部歌下手すぎんか... 
澤部渡NICE POP RADIO、歌謡曲特集。南野陽子「話しかけたかった」かかった。
澤部さんの実家初めて見た！ #相席食堂
ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のこと … 
"#ハライチのターン 
櫻坂のファンも澤部の心配しないwwwwwwwwww"
#ハライチのターン 澤部さんいないのにWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWWW生放送WWWWWWWWWW
ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 –  
"矢作ﾈｺﾁｬﾝ、優しい声で可愛かったー

澤部さん・小木さん版のブチ抜きも聴いてみたかったり☺️ "
"岩井氏のコロナ禍の過ごし方が2年前からアップデートされてないノリめちゃくちゃ笑った
澤部の｢うちで踊ろう｣早く見たい
 #ハライチのターン
 #ラジオクラウド"
"大好きなマヂラブ、澤部、若林が森本のツッコミを見てるのが嬉しくなっちゃったよ
 #しくじり先生
 #おこたしゃべり
#118:マヂラブ持込企画!野田軍団オーディション!令和のごっつええ感じを創る @ABEMA で無料配信中 "
"#しくじり先生 
ハライチ澤部はもうバラエティ番組出まくりだし、モグライダー芝は野田クリスタルより平場も雛壇も強いしなので、無名芸人集めて勝手に野田軍団作ればいいと思う。"
@TatsuyaMizuhara あと澤部
"澤部
ハライチ
岩井
ハライチのターン"
火曜日、ターンの収録時間であろう時間帯に岩井さんツイート多いなあ？って思ってたけどもうその時には澤部さん濃厚接触者認定されちゃってたんだねえ…いや〜ほんと大変すぎる　無事に待機期間明けると良いけど
澤部さんと電話繋いで澤部さんジブリかエヴァ見ながら実況してもらえばいいのでは？🥺
吉田澤部
ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 #SmartNews  
"#ハライチのターン　#ラジオクラウド
めっっちゃくちゃ笑ったんだけど澤部さんのうちで踊ろう動画で泣くほど笑った😂😂😂😂😂ターンのアカウントに上がるの待ってます😂😂😂😂😂"
ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のこと … 
"澤部さんの「うちで踊ろう」はめちゃめちゃ見たいなー
想像しただけで面白いもん
#ハライチのターン"
どした、どした？きらたそ～。むーしー春雨ぶっかましてんじゃナイトプール？（松田里奈）ちょっと、滑ってますね松田さんが（澤部佑）
ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 –  
"JCCテレビすべて
・これは誰?
・電車事故!感染症リスクも!?都市部
・「ナイル殺人事件」
・加工されている芸能人は誰?
・「アンチャーテッド」
・都市部で増える動物 その背景は?対
・movieRANKING
・【バスケットボール】澤部がプレゼン
 97"
"母が見てたHIGH☆FIVEでいきなりマナブの予告💚
そっかー澤部くんが出てるからなのね☺️
これから毎週チェックしよ❗
#相葉マナブ
#相葉雅紀
#澤部佑"
"澤部さんは近頃友人たちと手紙のやり取りしています。
「これはペーパーナイフを手に入れるチャンスでは！？？！！？？！！」
文房具屋で澤部さんは思いつきました。
しかし友人たちは封筒の口を糊付けしません。さてどうしたものか。澤部さんは泣く泣くペーパーナイフへの憧れを捨てました。"
澤部のほう🏀ナレーションがイグナッツとおなじや
"#ゼロイチ
澤部…？"
"待機が20分早かった。澤部…？ (° ~ °)？
って時間流れた

#チャントJリーグ"
急に思い出したけど株アプリかなんかのCMで澤部が出ててめっちゃ照照のこと思い出してた　「澤部が株を…!?」ってフレーズが繰り返されるんだけど脳内変換で「照照が株を…!?」になった
"@kotyokotyoko ぱおんにランクアップしたら澤部が来ます😁
ところで…肉すい…ゴチになります。ヤカンとコンロ持って行きます😁"
"澤部「はい…手洗いうがい、ちゃんとします…」（26回）
#ハライチのターン　#ハライチ　#澤部佑　#ゴッドタン"
"土曜の朝はやっぱり澤部ちゃん！  May 03, 2014"
ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 –  
"鬼地名で、奈良の都を守ったのか。
私が考えていた、熊野神社を守るんじゃなかった。
都を守るは宮崎さん、澤部さん、合ってた。
#日本人のおなまえっ"
ｄメニューニュース:佐久間宣行氏、フジで初演出バラエティー　ハライチ澤部に週末ポップカルチャー紹介（ORICON NEWS） 
"清宮レイと森田ひかるには目がない✨
お友達が欲しい🔥
年齢は澤部佑の1つ上😁

 #いいねかRTで気になった人フォローする 
#乃木坂好きな人と繋がりたい
＃櫻坂好きな人と繋がりたい "
今さらだけどダウンタウンDXの岩井の天使だぞのとき、ほんとここに澤部がいればってなったよね、ふわ〜っとツッコミじゃなく、澤部ツッコミが欲しかったよ。
"あれ失敗してたら
吉村さん二度とむちゃブリできなくなるし
澤部さんも前に
「我々ゆいはんには高いものを求めてる」
って言ったこと後悔しちゃうし
ホント成功してよかった😊😊😊"
ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 #SmartNews  
"【TOWER RECORDS MUSIC】

初回１ヵ月無料👏🏻
翌日1,000円オフクーポンをお届け🎁
▶︎

#TRM トーク&amp;選曲オリジナル番組
『MUSIC JOURNEY』
今回はスカート(@skirt_oh_skirt)の澤部渡が登場！
全5回を5週にわたって配信！お楽しみに✨
▶︎"
"@pinoco_r814 激しく同意です。
まだハナコの岡部の方が好感持てます。
澤部って確か、とがぴと仲良かった気がします。"
"澤部1年半越しの""うちで踊ろう""、期待しかないな
 #ハライチのターン 
 #ラジオクラウド"
"11時からの #HIGHFIVE は 
日本代表キャラ強 選手名鑑🏀

#シーホース三河 #西田優大 選手と
#千葉ジェッツ #富樫勇樹 選手を
MC澤部が熱くプレゼン🔥

27日(日)には #BS朝日 で
#ワールドカップアジア予選 オーストラリア戦を生中継📺
お楽しみに✨

#おでんくん #おろし富樫 "
"ハライチのターン！ | TBSラジオ


#radiko #矢作兼 #おぎやはぎ #meganebiiki #ハライチ #澤部佑 #岩井勇気 #ハライチのターン 

澤部が居ない…！？"
澤部！モノノフじゃない認定(笑)
澤部さん居ないところでいじられてる笑
澤部さんももクロファンじゃない認定w #カネオくん
ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 –  
澤部、公式ファンじゃない認定の話再び(ﾉ∀｀笑)
"岩井さんも絶対に澤部さんに言わずにラジオでいきなり結婚発表するんじゃないかって思うよね〜
#ハライチのターン"
"生業のザイマン3本
塙味や澤部味やホリケン味を感じたのは私だけ？リスペクトなのか無意識か。まだまだ進化の道半ば。のびしろしかないわ。(ワシ何様？)

後半の音楽ライヴ圧巻
絶対見といた方がいいやつ

アーカイブ配信▼
～ 2022年3月9日(水)12:00
… "
"@UQ5UwRgBrZI0rqX 探したらありそうw
澤部のとんこつくんコント思い出しましたwww "
ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 –  
澤部さん戻ってきてくれ…矢作キツい #ハライチのターン
かわはらさんのお笑い超好きなんだけど瞬発力と発想力が強すぎて置いて行かれる時があるから澤部氏のツッコミありがたかった(いや俺わい‼️‼️がそれ)(スタジオも一瞬置いて行かれている)
"相葉さんのお酒の飲み方を聞けて
１日の終わりの想像も楽しいし
澤部さんから貰ったグラスもちゃんと使っていて素敵😊。洗い物を出さない様にする考え頷いてしまいました🍀
#アラシリミックス
#相葉雅紀"
"1/1949(全国試算)

ハライチ澤部佑、新型コロナ濃厚接触者で自宅待機　PCRは陰性、体調も異常なし（オリコン） "
"澤部「俺の中で『おやすみ』は家族の中の魔法の言葉なの」（初回）
#ハライチのターン　#澤部佑"
オードリー若林「(ハライチ澤部が)あの齢で結婚できるってのは上の人間がやることだからね。」
澤部のうちで踊ろう動画、まだですか？☜
ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 –  
【2/26】「嵐・相葉雅紀のレコメン！アラシリミックス」まとめ【お酒を飲む時に、澤部さんから貰ったチタンのコップを使っている相葉くん】 
"パーク澤部さんはヨヨチェできました。
#shindanmaker #ピーヨチャレンジ
"
【2/26】「嵐・相葉雅紀のレコメン！アラシリミックス」の音声がアップされています【お酒を飲む時に、澤部さんから貰ったチタンのコップを使っている相葉くん】 
"@pinoco_r814 麒麟の田村あたりはヒエジの名前を出してくれたりするんですけどね😓
澤部は富樫推しでしたっけ⁉️"
ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 –  
澤部の貢献大だね。
"ハライチのターン
澤部さん欠席
めがねびいき
小木さん欠席のため
矢作さん岩井さんの
実質コラボ3時間放送。
耳幸福ラジオでした。
#ハライチのターン
#めがねびいき"
ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」  #スマートニュース
"愛聴してるラジオのパーソナリティをさん付けするの、リスナーあるあるじゃない？
源さん若林さん春日さん小宮さん相田さんRさん松永さん澤部さん岩井さんイワクラさん…中野くんは中野くんって言いたくなるな"
"来週の澤部の穴は花澤香菜呼んでみたらわ(^O^)

ハライチのターン！ 2022年2月24日（木）「ハライチのターン！」放送終了後アフタートーク   #ラジオクラウド #TBSラジオ"
ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 –  
ツッコミ枠結局澤部なの好きだった。
好きなサッカー選手はハライチの澤部です
"お笑いコンビ・ハライチの澤部佑さんはバスケが得意。
バスケの番組を持ってるくらいです。運動神経あるぅ〜。
なんかコロナの濃厚接触者になってしまわれたそうなんで、早く無事復活してラジオで笑わせて欲しいです。
相方の岩井勇気さんも相当面白い人ですが、澤部さんはもっと天才だと思います👏👏"
ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 –  
"@1_2_pan_daaaa wwwwwwそれ思い出して1人爆笑よwww
似てないってw

でもなぜか澤部見るたびにパンダさん思い出すよwww"
"なんかちょっと暑かったのかな～（ハライチ澤部風）

"
"ボビーのモノマネで澤部さんをイジる理佐様 #欅って書けない #渡邉理佐 #欅坂46
 "
"澤部さんのうちで踊ろう見たすぎる笑。
矢作さんがふわっと包み込んでくれてすごくいい
放送でした。

#ハライチのターン"
ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 –  
澤部さんの番組で紹介してたよね
"澤部さんの「うちで踊ろう」www

#ハライチのターン　#TBSラジオ　#ラジオクラウド"
"日向坂46
2018年初頭、澤部さんとシュート対決するみほちゃんを見てハマる。同時期にデコ出しめいちゃん溺愛期突入。東名阪ツアーが全アーティスト含めて人生初ライブに。一生このグループを推すと固く決意。（そしてこのライブでこのちゃんとすずちゃんがすごく印象に残って贔屓メンバーリスト入）"
ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 –  
ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 –  
"岩井勇気『斜め後ろから銃弾…』『足元に穴…』『シンプルに刺客…』ｸﾞﾜｯﾄﾞｺﾞｫｯ

澤部「ﾊｧｯ…ﾊｧｯ…！もうやめろよッッ！！」"
"ツッコミ枠の時に後々「この4人共演してたんだ」ってなるから映像残しとけって野田が言ってたけど、この回全体がもの凄い豪華メンバーじゃね!?w 野田と澤部がこんなに絡むのも珍しい気がするし。川原が出て行った時の村上のツッコミ最高w。保存しとこー😃
#しくじり学園 #野田軍団
#しくじり先生"
ハライチは澤部の方が人付き合い悪いし岩井のほうが人付き合い良いみたい。だから面白い
"📱配信@ ABEMA
2/25『しくじり先生』🆙
出演:オードリー若林/平成ノブシコブシ吉村/ハライチ澤部/マヂカルラブリー/天竺鼠 川原/ランジャタイ国崎/モグライダー芝/男性ブランコ平井/トンツカタン森本/横山由依
"
"野田さんと澤部さんは1986年世代、すごい世代だ♡
面白かった〜あっという間すぎฅ( ̳&gt; ·̫ &lt; ̳ฅ)
未公開のもじっくりみようと思います🙇‍♀️
地上波で放送してくださって、ありがとうございました(❁ᴗ͈ˬᴗ͈)

 #しくじり先生 
 #今夜はしくじり先生わーわーわー"
澤部さん野田軍団に選ばれたw
結局実績で選ばれた澤部さんwww
平井さんと澤部の並び意味わかんなくてウケる
平井澤部か
"野田軍団のツッコミ枠は澤部さんに決定👏
理由は実績があるからｗｗ
#しくじり先生"
"え！？実績でハライチ澤部て🤣
#しくじり先生"
実績の澤部さんおめでとう！ #しくじり先生
"澤部さんwww
実績wwww
#しくじり先生"
"澤部さん！
えらいもんに巻き込まれたw
 #しくじり先生"
澤部の実績😂
"澤部さんおめでとう笑
 #しくじり先生"
"澤部さん！👏👏👏👏
#しくじり先生"
"天才枠：平井さん
ツッコミ枠：澤部さん"
ツッコミ枠澤部さん！ #しくじり先生
ハライチ澤部か！ #しくじり先生
澤部ｗｗｗｗ
澤部wwwwwwwww
澤部さんｗｗｗｗｗｗ #しくじり先生
ハライチ澤部！！！ #しくじり先生
"澤部俺と歳変わらないのに、ごっつええ感じあんまり見てないの？
オジンガーZから見てたよ俺。
#しくじり先生"
村上・澤部・芝・森本なんて実力者の集まる構図、本当に数年後揃うことあるのかな。
澤部に興味をなくす川原　#しくじり先生
"野田さんと澤部さん御二方が同い年って思うと、なんかすごいなあの世代……✨

 #しくじり先生 
 #今夜はしくじり先生わーわーわー"
空気が合うのは澤部な気がする
"もりもっさん←ツッコミに支配されたキチガイ
芝さん←本物のリア充
澤部←シンプルに天才
村ちゃん←相方"
澤部さん緊張するってことは真剣に挑んでる証だよ！ #しくじり先生
"勝手にオーディションにエントリーされて緊張させられる澤部さん😂
#しくじり先生
#お笑い研究部"
澤部さん、緊張してるんww #しくじり先生
ちゃんとしたオーディションに参加させられる澤部さんｗ #しくじり先生
"澤部さんうっすら緊張してる😂笑
#しくじり先生"
"うっすら緊張している澤部ww
 #しくじり先生"
澤部「あの人とか(国崎)あの人とか(川原)よく静かに待ってましたね！」 #しくじり先生
"相葉くん さらっと話してくれるね
澤部から貰ったチタンのコップ使ってるって！
小峠さんからの財布も使ってるし、チカさんからのラーメン鍋とか
ファミリー仲良しよきよき☺
#アラシリミックス
#相葉雅紀

#アラシリミックス
#相葉雅紀"
"浜ちゃん=澤部笑
#しくじり先生"
"澤部はツッコミ枠
 #しくじり先生"
ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 –  
"普段家でお酒飲む時に使ってるのは澤部さんからもらったチタン製のカップ…って
そう言えばお財布は小峠さんから贈られたコードバンの物使ってるって言ってたし親しい方達から贈られた物を普段から大切に使うって素敵だなと思う

#レコメンアラシリミックス 
#アラシリミックス 
#相葉雅紀"
@awasama_ そんな目で見ないわ(澤部風)
"日本の神社は神の社

どうもー ハライチです～
澤部：今日は江ノ島に来ております
澤部：ここがすごいのです
岩井：何がすごいんだよ
澤部：真鶴から30度
岩井：からの
澤部：初島から45度
岩井：からの
澤部：城ヶ島から60度
岩井：ほんとなの
澤部：今日分度器なしです "
"和田家の3人のビールの飲み方の話からの

・相葉くんはグラスより缶で飲む派（洗い物減らす&amp;冷えた缶の口当たりがわりと好き）

・グラスなら澤部さんからもらったチタンのとか"
"お酒の飲み方。
('◇')僕は缶でいっちゃうかな。洗い物を出さないように。冷えた缶の口当たりが好き。
メガハイボール頼んだらアイスペールみたいな大きさのジョッキ。
あと普段は澤部にもらったチタンのカップ。氷が溶けない。ビールはうすはりのグラスがいい。
#アラシリミックス
#相葉雅紀"
相葉ちゃんは缶ビールは缶のまま飲む(*‘◇‘)🍺澤部くんに貰ったチタンのカップを使うことも。 #アラシリミックス #相葉雅紀 #joqr #レコメンアラシリミックス
"メガハイボールででた大きいカップが欲しい相葉さん😆
普段は澤部くんから貰ったチタンのカップを使ってると。
#アラシリミックス"
"相葉さんのレコメン
相葉さんはグラスに注ぐより缶で飲む方が多い……洗い物を出さないため&amp;冷えた缶の口当たりが好きだから。
もしくは澤部さんからもらったチタンを使うこともある。
ビールは薄張りのグラスで飲むとおいしく感じる🍺"
"冷えた缶の口あたりが好きだからグラスに注がずに飲むφ(‘ω‘*)
澤部さんからのプレゼントでチタンコップを使ったりもしてると。

#アラシリミックス"
"お酒の飲み方
(*‘◇‘)＜あ～俺も缶で行っちゃうかなぁ。洗い物出さないように。あと缶の冷たさが好き。
澤部に貰ったんだけど、チタンになってるカップでそれは結構使うな。

#joqr #アラシリミックス #レコメンアラシリミックス #相葉雅紀"
澤部くんのプレゼント✨ #アラシリミックス
彼氏が欲しいのではなくハライチ澤部と結婚したい　それか大泉洋
"wow wowのとこ…めっちゃ…面白いけど……うん…それより…
澤部さんの歌がめっちゃ上手くてキュンってきた。(？？？？？？？？)"
"澤部
ハライチ
岩井
ハライチのターン"
"矢作さんの前での岩井さんの笑い声にセクシーさを感じた。澤部さんの前のそれとは違うの。なにあれー

#ハライチのターン
#meganebiiki"
丸刈りの澤部 
ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 –  
以前学校にハライチの澤部が来たことがある
夏出掛けてるときの旦那の汗が気になって、菅田くんがCMしてるメンズビオレのボディーシートを買い与えたったどっちかっていうと澤部だけど、スースーして汗が引く感じがあるみたい。ほんと一緒にいるとき首にタオルかけてるのやめ… [楽天] 
過去最長の大雑談で年忘れ！ 森敬太、tofubeats、澤部渡、西村ツチカらがおくるトーベヤンソン・ニューヨーク・アワード2021 
"今日の　#ナイポレ　の歌謡曲特集良かった。南沙織の「色づく街」、鹿取洋子「ゴーイン・バック・トゥ・チャイナ」ピンク・レディー「カルメン77」かなり好き。澤部くんの解説分かりやすい！

もちろん竹内まりやの「セプテンバー」も！🥰"
"『蹴りジャンプ』（第７回・ごーたん）
無料アプリゲーム。テレビ番組『クイズ☆正解は一年後』内の企画にてお笑い芸人たちがランキング上位を目指すゲームに指定され、収録直前にハライチの澤部佑が世界ランク1位を達成した。曰く「個室ビデオ店で初めてAVを観ずに」成し遂げたらしい。"
"澤部さんが濃厚接触者になった件を取り上げてるのが櫻ちゃんのファンで、そこさくの心配しかしてなかったっていうのは語弊があるなぁ
私は結構澤部さん本人の心配をしてる人を見かけたんだけど🤔笑"
澤部さんはエッチな女の子を呼ぶ時だけ部屋を綺麗にする
お笑いコンビのフルーツポンチまで　村上さんのみだけど　ハライチ澤部さんは陰性なんよな
"相葉マナブ｜テレビ朝日 

写真が出てる✨

小峠さん、お帰りなさい～！
(澤部くん、お待ちしています！)

#相葉雅紀
#相葉マナブ"
"やはぎねこのアンチこと澤部さん
 #ハライチのターン"
"＼＼ 今夜 ／／

📺テレビ@テレビ朝日系
2/25(金) 24:50-25:20
『しくじり先生』
出演:オードリー若林/平成ノブシコブシ吉村/ハライチ澤部/マヂカルラブリー/天竺鼠 川原/ランジャタイ国崎/モグライダー芝/男性ブランコ平井/トンツカタン森本/横山由依"
"全然面白くない。
澤部、早く帰ってきて。"
"澤部「あっ！こいつ”失礼結集ばばぁ”だ！！！」（179回）
#ハライチのターン #ハライチ #澤部佑"
"#清志の休日　ビジュアル公開📸
B班【白戸 役🐶糟谷舞】

天才ハッカー。澤部に拾われ、彼と共に行動する。彼に協力するため、ハッカーとしての能力を発揮していく。 "
ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 –  
"#清志の休日 ビジュアル公開📸
A班【白戸 役🐶上島飛佳】

天才ハッカー。澤部に拾われ、彼と共に行動する。彼に協力するため、ハッカーとしての能力を発揮していく。 "
ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 –  
岩井と澤部のネタからの急なBLジングルなんなんだよめちゃくちゃ笑ったじゃねぇか #meganebiiki
"ハライチ澤部に心配されるAマッソ村上

"
澤部
"3

○○:推薦は内申書もかなり重要視されますからね、自分が採点されてるみたいで

澤部:僕はまだ受験生を持ったことがないですが、大変なんですね

理佐:ええ、今にも分かりますよ

茜:担任なんて持つもんじゃありませんね"
"花澤香菜さんラジオオタクなのもさんま御殿を声出して応援しながら見たのも岩井さんに澤部扱いされてるのも可愛すぎる。面白いと思うラジオに福田さん関わってるのも共感！ご夫婦で超人気声優てことしか知識なかったけど、とにかく可愛くて撃ち抜かれた🔫
#佐久間宣行ANN0"
YouTubeの広告で澤部の顔を観るのが苦痛（怒）
えー！澤部さんそうなんだ
"@risakumaponms 澤部くんの番組📺だよね😊
ながら見してて、トイレ行こうかと
部屋出ようとしたら
流れ来たから慌てて戻った(´∀｀*)ﾌﾌ
カッコよくてビックリ←"
"#相葉マナブ

毎週日曜18時〜

相葉雅紀　小峠英二
澤部佑

毎回美味しそうで
いつも楽しみに観てる☺️"
"澤部プレゼンツ　　
じわるし、なける"
"@MmNkmr1 鬼滅の刃、昔あっぱれさんま大先生に出てたってくらいしか知らない🤣
今はハライチの澤部じゃない方とYouTubeに出てる😊
 "
@etc_mrmr 仕事辞めたらスキンにはしないけど澤部みたいな坊主にはしたい
"きみせかにチャンネル替えたらいきなりねるちゃんバックハグ状態でびっくりして澤部っち出てる番組に替えちゃった😂

録画してるからまた心の準備してみます(ゾンビもの苦手😂)
#長濱ねる"
これを思い出しました 澤部さんはノンケすぎる
"ハライチ澤部さんーー！
お暇でしょうからエゴサで見つけてくれると信じてる！大好き！
矢作さん猫ちゃんにキレてる澤部さん超笑った！"
あの澤部が株？！
澤部さん不在のターン！一晩たつとやっぱり寂しいよー！！ってなるので今週（というか明日）漫才してるハライチが見られるのはありがたタイミングだなあ…と。
"#清志の休日 ビジュアル公開📸
B班【鈴本香澄 役🐶聖香】

自動車会社スプリットの社長。優しく強く誰もが憧れる敏腕女性社長。しかし裏では澤部と繋がっていると噂が流れる。 "
"(∩´∀`∩)わーい💚
澤部くんの  #爆買いスター恩返し 
見てたら  #明治おいしい牛乳 のCM見れた🐮🥛

嬉しいな( *´꒳`* )
 #相葉雅紀"
